patient,probe,beta_val,Gene,Cancer_type
TCGA-CR-7367,cg14194875,0.5307,MGMT,HNSC
TCGA-CR-7368,cg14194875,0.04516,MGMT,HNSC
TCGA-CR-7369,cg14194875,0.03584,MGMT,HNSC
TCGA-CR-7370,cg14194875,0.05535,MGMT,HNSC
TCGA-CR-7371,cg14194875,0.04381,MGMT,HNSC
TCGA-CR-7372,cg14194875,0.03436,MGMT,HNSC
TCGA-CR-7373,cg14194875,0.03853,MGMT,HNSC
TCGA-CR-7374,cg14194875,0.03392,MGMT,HNSC
TCGA-CR-7376,cg14194875,0.08586,MGMT,HNSC
TCGA-CR-7377,cg14194875,0.04076,MGMT,HNSC
TCGA-CR-7379,cg14194875,0.5351,MGMT,HNSC
TCGA-CR-7380,cg14194875,0.03107,MGMT,HNSC
TCGA-CR-7382,cg14194875,0.3501,MGMT,HNSC
TCGA-CR-7383,cg14194875,0.2737,MGMT,HNSC
TCGA-CR-7385,cg14194875,0.05304,MGMT,HNSC
TCGA-CR-7386,cg14194875,0.2757,MGMT,HNSC
TCGA-CR-7388,cg14194875,0.05129,MGMT,HNSC
TCGA-CR-7389,cg14194875,0.2653,MGMT,HNSC
TCGA-CR-7390,cg14194875,0.07198,MGMT,HNSC
TCGA-CR-7391,cg14194875,0.04172,MGMT,HNSC
TCGA-CR-7392,cg14194875,0.1104,MGMT,HNSC
TCGA-CR-7393,cg14194875,0.02661,MGMT,HNSC
TCGA-CR-7394,cg14194875,0.4039,MGMT,HNSC
TCGA-CR-7395,cg14194875,0.2358,MGMT,HNSC
TCGA-CR-7397,cg14194875,0.04162,MGMT,HNSC
TCGA-CR-7398,cg14194875,0.02954,MGMT,HNSC
TCGA-CR-7399,cg14194875,0.0357,MGMT,HNSC
TCGA-CR-7401,cg14194875,0.4195,MGMT,HNSC
TCGA-CR-7402,cg14194875,0.0784,MGMT,HNSC
TCGA-CR-7404,cg14194875,0.03322,MGMT,HNSC
TCGA-CV-5430,cg14194875,0.08595,MGMT,HNSC
TCGA-CV-5431,cg14194875,0.2943,MGMT,HNSC
TCGA-CV-5432,cg14194875,0.02419,MGMT,HNSC
TCGA-CV-5434,cg14194875,0.131,MGMT,HNSC
TCGA-CV-5435,cg14194875,0.03169,MGMT,HNSC
TCGA-CV-5436,cg14194875,0.07163,MGMT,HNSC
TCGA-CV-5439,cg14194875,0.02726,MGMT,HNSC
TCGA-CV-5440,cg14194875,0.4023,MGMT,HNSC
TCGA-CV-5441,cg14194875,0.1313,MGMT,HNSC
TCGA-CV-5442,cg14194875,0.483,MGMT,HNSC
TCGA-CV-5443,cg14194875,0.02547,MGMT,HNSC
TCGA-CV-5444,cg14194875,0.3858,MGMT,HNSC
TCGA-CV-5966,cg14194875,0.4167,MGMT,HNSC
TCGA-CV-5970,cg14194875,0.03861,MGMT,HNSC
TCGA-CV-5971,cg14194875,0.02896,MGMT,HNSC
TCGA-CV-5973,cg14194875,0.663,MGMT,HNSC
TCGA-CV-5976,cg14194875,0.02482,MGMT,HNSC
TCGA-CV-5977,cg14194875,0.02978,MGMT,HNSC
TCGA-CV-5978,cg14194875,0.04247,MGMT,HNSC
TCGA-CV-5979,cg14194875,0.388,MGMT,HNSC
TCGA-CV-6003,cg14194875,0.2898,MGMT,HNSC
TCGA-CV-6433,cg14194875,0.04028,MGMT,HNSC
TCGA-CV-6436,cg14194875,0.06326,MGMT,HNSC
TCGA-CV-6441,cg14194875,0.0967,MGMT,HNSC
TCGA-CV-6933,cg14194875,0.03596,MGMT,HNSC
TCGA-CV-6934,cg14194875,0.0245,MGMT,HNSC
TCGA-CV-6935,cg14194875,0.5062,MGMT,HNSC
TCGA-CV-6936,cg14194875,0.02497,MGMT,HNSC
TCGA-CV-6937,cg14194875,0.03514,MGMT,HNSC
TCGA-CV-6938,cg14194875,0.3436,MGMT,HNSC
TCGA-CV-6939,cg14194875,0.03144,MGMT,HNSC
TCGA-CV-6940,cg14194875,0.06587,MGMT,HNSC
TCGA-CV-6941,cg14194875,0.03334,MGMT,HNSC
TCGA-CV-6942,cg14194875,0.5119,MGMT,HNSC
TCGA-CV-6943,cg14194875,0.03831,MGMT,HNSC
TCGA-CV-6945,cg14194875,0.02712,MGMT,HNSC
TCGA-CV-6948,cg14194875,0.02048,MGMT,HNSC
TCGA-CV-6950,cg14194875,0.5607,MGMT,HNSC
TCGA-CV-6951,cg14194875,0.03184,MGMT,HNSC
TCGA-CV-6952,cg14194875,0.05801,MGMT,HNSC
TCGA-CV-6953,cg14194875,0.03694,MGMT,HNSC
TCGA-CV-6954,cg14194875,0.4012,MGMT,HNSC
TCGA-CV-6955,cg14194875,0.2895,MGMT,HNSC
TCGA-CV-6956,cg14194875,0.4205,MGMT,HNSC
TCGA-CV-6959,cg14194875,0.04374,MGMT,HNSC
TCGA-CV-6960,cg14194875,0.02409,MGMT,HNSC
TCGA-CV-6961,cg14194875,0.02614,MGMT,HNSC
TCGA-CV-6962,cg14194875,0.6168,MGMT,HNSC
TCGA-CV-7089,cg14194875,0.03095,MGMT,HNSC
TCGA-CV-7090,cg14194875,0.02443,MGMT,HNSC
TCGA-CV-7091,cg14194875,0.02235,MGMT,HNSC
TCGA-CV-7095,cg14194875,0.5443,MGMT,HNSC
TCGA-CV-7097,cg14194875,0.4525,MGMT,HNSC
TCGA-CV-7099,cg14194875,0.03109,MGMT,HNSC
TCGA-CV-7100,cg14194875,0.03029,MGMT,HNSC
TCGA-CV-7101,cg14194875,0.04918,MGMT,HNSC
TCGA-CV-7102,cg14194875,0.02485,MGMT,HNSC
TCGA-CV-7103,cg14194875,0.03411,MGMT,HNSC
TCGA-CV-7104,cg14194875,0.03033,MGMT,HNSC
TCGA-CV-7177,cg14194875,0.02881,MGMT,HNSC
TCGA-CV-7178,cg14194875,0.02362,MGMT,HNSC
TCGA-CV-7180,cg14194875,0.03784,MGMT,HNSC
TCGA-CV-7183,cg14194875,0.2033,MGMT,HNSC
TCGA-CV-7235,cg14194875,0.02681,MGMT,HNSC
TCGA-CV-7236,cg14194875,0.266,MGMT,HNSC
TCGA-CV-7238,cg14194875,0.2774,MGMT,HNSC
TCGA-CV-7242,cg14194875,0.04097,MGMT,HNSC
TCGA-CV-7243,cg14194875,0.03043,MGMT,HNSC
TCGA-CV-7245,cg14194875,0.02674,MGMT,HNSC
TCGA-CV-7247,cg14194875,0.05215,MGMT,HNSC
TCGA-CV-7248,cg14194875,0.04052,MGMT,HNSC
TCGA-CV-7250,cg14194875,0.661,MGMT,HNSC
TCGA-CV-7252,cg14194875,0.3184,MGMT,HNSC
TCGA-CV-7253,cg14194875,0.04368,MGMT,HNSC
TCGA-CV-7254,cg14194875,0.1618,MGMT,HNSC
TCGA-CV-7255,cg14194875,0.02711,MGMT,HNSC
TCGA-CV-7261,cg14194875,0.02528,MGMT,HNSC
TCGA-CV-7263,cg14194875,0.05247,MGMT,HNSC
TCGA-CV-7406,cg14194875,0.02284,MGMT,HNSC
TCGA-CV-7407,cg14194875,0.2692,MGMT,HNSC
TCGA-CV-7409,cg14194875,0.03849,MGMT,HNSC
TCGA-CV-7410,cg14194875,0.0661,MGMT,HNSC
TCGA-CV-7411,cg14194875,0.5095,MGMT,HNSC
TCGA-CV-7413,cg14194875,0.03669,MGMT,HNSC
TCGA-CV-7414,cg14194875,0.04395,MGMT,HNSC
TCGA-CV-7415,cg14194875,0.4622,MGMT,HNSC
TCGA-CV-7416,cg14194875,0.4498,MGMT,HNSC
TCGA-CV-7418,cg14194875,0.4448,MGMT,HNSC
TCGA-CV-7421,cg14194875,0.06478,MGMT,HNSC
TCGA-CV-7422,cg14194875,0.2876,MGMT,HNSC
TCGA-CV-7423,cg14194875,0.03555,MGMT,HNSC
TCGA-CV-7424,cg14194875,0.02375,MGMT,HNSC
TCGA-CV-7425,cg14194875,0.5622,MGMT,HNSC
TCGA-CV-7427,cg14194875,0.04779,MGMT,HNSC
TCGA-CV-7428,cg14194875,0.02958,MGMT,HNSC
TCGA-CV-7429,cg14194875,0.2378,MGMT,HNSC
TCGA-CV-7430,cg14194875,0.4766,MGMT,HNSC
TCGA-CV-7432,cg14194875,0.6058,MGMT,HNSC
TCGA-CV-7433,cg14194875,0.1947,MGMT,HNSC
TCGA-CV-7434,cg14194875,0.04484,MGMT,HNSC
TCGA-CV-7435,cg14194875,0.3016,MGMT,HNSC
TCGA-CV-7437,cg14194875,0.625,MGMT,HNSC
TCGA-CV-7438,cg14194875,0.1187,MGMT,HNSC
TCGA-CV-7440,cg14194875,0.02908,MGMT,HNSC
TCGA-CV-7446,cg14194875,0.02485,MGMT,HNSC
TCGA-CV-7568,cg14194875,0.2382,MGMT,HNSC
TCGA-CV-A45O,cg14194875,0.4912,MGMT,HNSC
TCGA-CV-A45P,cg14194875,0.5097,MGMT,HNSC
TCGA-CV-A45Q,cg14194875,0.627,MGMT,HNSC
TCGA-CV-A45R,cg14194875,0.03779,MGMT,HNSC
TCGA-CV-A45T,cg14194875,0.0687,MGMT,HNSC
TCGA-CV-A45U,cg14194875,0.04757,MGMT,HNSC
TCGA-CV-A45V,cg14194875,0.03187,MGMT,HNSC
TCGA-CV-A45W,cg14194875,0.09355,MGMT,HNSC
TCGA-CV-A45X,cg14194875,0.0241,MGMT,HNSC
TCGA-CV-A45Y,cg14194875,0.4281,MGMT,HNSC
TCGA-CV-A45Z,cg14194875,0.02269,MGMT,HNSC
TCGA-CV-A460,cg14194875,0.02185,MGMT,HNSC
TCGA-CV-A461,cg14194875,0.3521,MGMT,HNSC
TCGA-CV-A463,cg14194875,0.5034,MGMT,HNSC
TCGA-CV-A464,cg14194875,0.0343,MGMT,HNSC
TCGA-CV-A465,cg14194875,0.01939,MGMT,HNSC
TCGA-CV-A468,cg14194875,0.05336,MGMT,HNSC
TCGA-CV-A6JD,cg14194875,0.1333,MGMT,HNSC
TCGA-CV-A6JE,cg14194875,0.08648,MGMT,HNSC
TCGA-CV-A6JM,cg14194875,0.5797,MGMT,HNSC
TCGA-CV-A6JN,cg14194875,0.04562,MGMT,HNSC
TCGA-CV-A6JO,cg14194875,0.04553,MGMT,HNSC
TCGA-CV-A6JT,cg14194875,0.423,MGMT,HNSC
TCGA-CV-A6JU,cg14194875,0.03911,MGMT,HNSC
TCGA-CV-A6JY,cg14194875,0.03078,MGMT,HNSC
TCGA-CV-A6JZ,cg14194875,0.3867,MGMT,HNSC
TCGA-CV-A6K0,cg14194875,0.03905,MGMT,HNSC
TCGA-CV-A6K1,cg14194875,0.02661,MGMT,HNSC
TCGA-CV-A6K2,cg14194875,0.07756,MGMT,HNSC
TCGA-CX-7085,cg14194875,0.04616,MGMT,HNSC
TCGA-CX-7086,cg14194875,0.03208,MGMT,HNSC
TCGA-CX-7219,cg14194875,0.02801,MGMT,HNSC
TCGA-CX-A4AQ,cg14194875,0.02373,MGMT,HNSC
TCGA-D3-A1Q1,cg14194875,0.01804,MGMT,SKCM
TCGA-D3-A1Q3,cg14194875,0.02899,MGMT,SKCM
TCGA-D3-A1Q4,cg14194875,0.05488,MGMT,SKCM
TCGA-D3-A1Q5,cg14194875,0.457,MGMT,SKCM
TCGA-D3-A1Q6,cg14194875,0.02443,MGMT,SKCM
TCGA-D3-A1Q7,cg14194875,0.03115,MGMT,SKCM
TCGA-D3-A1Q8,cg14194875,0.04152,MGMT,SKCM
TCGA-D3-A1Q9,cg14194875,0.03242,MGMT,SKCM
TCGA-D3-A1QA,cg14194875,0.02295,MGMT,SKCM
TCGA-D3-A1QB,cg14194875,0.05844,MGMT,SKCM
TCGA-D3-A2J6,cg14194875,0.4878,MGMT,SKCM
TCGA-D3-A2J7,cg14194875,0.15,MGMT,SKCM
TCGA-D3-A2J8,cg14194875,0.02787,MGMT,SKCM
TCGA-D3-A2J9,cg14194875,0.05568,MGMT,SKCM
TCGA-D3-A2JA,cg14194875,0.2062,MGMT,SKCM
TCGA-D3-A2JB,cg14194875,0.1337,MGMT,SKCM
TCGA-D3-A2JC,cg14194875,0.02876,MGMT,SKCM
TCGA-D3-A2JD,cg14194875,0.2873,MGMT,SKCM
TCGA-D3-A2JE,cg14194875,0.3829,MGMT,SKCM
TCGA-D3-A2JF,cg14194875,0.1397,MGMT,SKCM
TCGA-D3-A2JG,cg14194875,0.0238,MGMT,SKCM
TCGA-D3-A2JH,cg14194875,0.04748,MGMT,SKCM
TCGA-D3-A2JK,cg14194875,0.03096,MGMT,SKCM
TCGA-D3-A2JL,cg14194875,0.6265,MGMT,SKCM
TCGA-D3-A2JN,cg14194875,0.04998,MGMT,SKCM
TCGA-D3-A2JO,cg14194875,0.349,MGMT,SKCM
TCGA-D3-A2JP,cg14194875,0.2717,MGMT,SKCM
TCGA-D3-A3BZ,cg14194875,0.1204,MGMT,SKCM
TCGA-D3-A3C1,cg14194875,0.09178,MGMT,SKCM
TCGA-D3-A3C3,cg14194875,0.3016,MGMT,SKCM
TCGA-D3-A3C6,cg14194875,0.06441,MGMT,SKCM
TCGA-D3-A3C7,cg14194875,0.4692,MGMT,SKCM
TCGA-D3-A3C8,cg14194875,0.05371,MGMT,SKCM
TCGA-D3-A3CB,cg14194875,0.2178,MGMT,SKCM
TCGA-D3-A3CC,cg14194875,0.5775,MGMT,SKCM
TCGA-D3-A3CE,cg14194875,0.4434,MGMT,SKCM
TCGA-D3-A3CF,cg14194875,0.02791,MGMT,SKCM
TCGA-D3-A3ML,cg14194875,0.2568,MGMT,SKCM
TCGA-D3-A3MO,cg14194875,0.02472,MGMT,SKCM
TCGA-D3-A3MR,cg14194875,0.03373,MGMT,SKCM
TCGA-D3-A3MU,cg14194875,0.1055,MGMT,SKCM
TCGA-D3-A3MV,cg14194875,0.2037,MGMT,SKCM
TCGA-D3-A51E,cg14194875,0.02205,MGMT,SKCM
TCGA-D3-A51F,cg14194875,0.03187,MGMT,SKCM
TCGA-D3-A51G,cg14194875,0.02828,MGMT,SKCM
TCGA-D3-A51H,cg14194875,0.04278,MGMT,SKCM
TCGA-D3-A51J,cg14194875,0.02322,MGMT,SKCM
TCGA-D3-A51K,cg14194875,0.02582,MGMT,SKCM
TCGA-D3-A51N,cg14194875,0.01865,MGMT,SKCM
TCGA-D3-A51R,cg14194875,0.02537,MGMT,SKCM
TCGA-D3-A51T,cg14194875,0.03222,MGMT,SKCM
TCGA-D3-A5GL,cg14194875,0.4221,MGMT,SKCM
TCGA-D3-A5GN,cg14194875,0.09703,MGMT,SKCM
TCGA-D3-A5GO,cg14194875,0.033,MGMT,SKCM
TCGA-D3-A5GR,cg14194875,0.03442,MGMT,SKCM
TCGA-D3-A5GS,cg14194875,0.02712,MGMT,SKCM
TCGA-D3-A5GT,cg14194875,0.0236,MGMT,SKCM
TCGA-D3-A5GU,cg14194875,0.03327,MGMT,SKCM
TCGA-D3-A8GB,cg14194875,0.02459,MGMT,SKCM
TCGA-D3-A8GC,cg14194875,0.02763,MGMT,SKCM
TCGA-D3-A8GD,cg14194875,0.2674,MGMT,SKCM
TCGA-D3-A8GE,cg14194875,0.02257,MGMT,SKCM
TCGA-D3-A8GI,cg14194875,0.02504,MGMT,SKCM
TCGA-D3-A8GJ,cg14194875,0.03831,MGMT,SKCM
TCGA-D3-A8GK,cg14194875,0.02033,MGMT,SKCM
TCGA-D3-A8GL,cg14194875,0.4583,MGMT,SKCM
TCGA-D3-A8GM,cg14194875,0.0281,MGMT,SKCM
TCGA-D3-A8GN,cg14194875,0.04248,MGMT,SKCM
TCGA-D3-A8GO,cg14194875,0.04765,MGMT,SKCM
TCGA-D3-A8GP,cg14194875,0.05659,MGMT,SKCM
TCGA-D3-A8GQ,cg14194875,0.2958,MGMT,SKCM
TCGA-D3-A8GR,cg14194875,0.06018,MGMT,SKCM
TCGA-D3-A8GS,cg14194875,0.4722,MGMT,SKCM
TCGA-D3-A8GV,cg14194875,0.6157,MGMT,SKCM
TCGA-D6-6515,cg14194875,0.03615,MGMT,HNSC
TCGA-D6-6516,cg14194875,0.06973,MGMT,HNSC
TCGA-D6-6517,cg14194875,0.01958,MGMT,HNSC
TCGA-D6-6823,cg14194875,0.02429,MGMT,HNSC
TCGA-D6-6824,cg14194875,0.05295,MGMT,HNSC
TCGA-D6-6825,cg14194875,0.4732,MGMT,HNSC
TCGA-D6-6826,cg14194875,0.02948,MGMT,HNSC
TCGA-D6-6827,cg14194875,0.02239,MGMT,HNSC
TCGA-D6-8568,cg14194875,0.5712,MGMT,HNSC
TCGA-D6-8569,cg14194875,0.1243,MGMT,HNSC
TCGA-D6-A4Z9,cg14194875,0.462,MGMT,HNSC
TCGA-D6-A4ZB,cg14194875,0.03786,MGMT,HNSC
TCGA-D6-A6EK,cg14194875,0.5069,MGMT,HNSC
TCGA-D6-A6EM,cg14194875,0.1535,MGMT,HNSC
TCGA-D6-A6EN,cg14194875,0.03766,MGMT,HNSC
TCGA-D6-A6EO,cg14194875,0.667,MGMT,HNSC
TCGA-D6-A6EP,cg14194875,0.04435,MGMT,HNSC
TCGA-D6-A6EQ,cg14194875,0.3261,MGMT,HNSC
TCGA-D6-A6ES,cg14194875,0.03222,MGMT,HNSC
TCGA-D6-A74Q,cg14194875,0.2269,MGMT,HNSC
TCGA-D9-A148,cg14194875,0.03633,MGMT,SKCM
TCGA-D9-A149,cg14194875,0.2237,MGMT,SKCM
TCGA-D9-A1JW,cg14194875,0.03193,MGMT,SKCM
TCGA-D9-A1JX,cg14194875,0.05626,MGMT,SKCM
TCGA-D9-A1X3,cg14194875,0.04737,MGMT,SKCM
TCGA-D9-A3Z1,cg14194875,0.09648,MGMT,SKCM
TCGA-D9-A3Z3,cg14194875,0.03186,MGMT,SKCM
TCGA-D9-A3Z4,cg14194875,0.03859,MGMT,SKCM
TCGA-D9-A4Z2,cg14194875,0.08485,MGMT,SKCM
TCGA-D9-A4Z3,cg14194875,0.05909,MGMT,SKCM
TCGA-D9-A4Z5,cg14194875,0.01963,MGMT,SKCM
TCGA-D9-A4Z6,cg14194875,0.02314,MGMT,SKCM
TCGA-D9-A6E9,cg14194875,0.04231,MGMT,SKCM
TCGA-D9-A6EA,cg14194875,0.03388,MGMT,SKCM
TCGA-D9-A6EC,cg14194875,0.02367,MGMT,SKCM
TCGA-D9-A6EG,cg14194875,0.02942,MGMT,SKCM
TCGA-DA-A1HV,cg14194875,0.04127,MGMT,SKCM
TCGA-DA-A1HW,cg14194875,0.03472,MGMT,SKCM
TCGA-DA-A1HY,cg14194875,0.03705,MGMT,SKCM
TCGA-DA-A1I0,cg14194875,0.03391,MGMT,SKCM
TCGA-DA-A1I1,cg14194875,0.03373,MGMT,SKCM
TCGA-DA-A1I2,cg14194875,0.04332,MGMT,SKCM
TCGA-DA-A1I4,cg14194875,0.02372,MGMT,SKCM
TCGA-DA-A1I5,cg14194875,0.03452,MGMT,SKCM
TCGA-DA-A1I7,cg14194875,0.03574,MGMT,SKCM
TCGA-DA-A1I8,cg14194875,0.03031,MGMT,SKCM
TCGA-DA-A1IA,cg14194875,0.4342,MGMT,SKCM
TCGA-DA-A1IB,cg14194875,0.08226,MGMT,SKCM
TCGA-DA-A1IC,cg14194875,0.4186,MGMT,SKCM
TCGA-DA-A3F2,cg14194875,0.02652,MGMT,SKCM
TCGA-DA-A3F3,cg14194875,0.02124,MGMT,SKCM
TCGA-DA-A3F5,cg14194875,0.4243,MGMT,SKCM
TCGA-DA-A3F8,cg14194875,0.03353,MGMT,SKCM
TCGA-DA-A95V,cg14194875,0.5348,MGMT,SKCM
TCGA-DA-A95W,cg14194875,0.03666,MGMT,SKCM
TCGA-DA-A95X,cg14194875,0.03976,MGMT,SKCM
TCGA-DA-A95Y,cg14194875,0.01895,MGMT,SKCM
TCGA-DA-A95Z,cg14194875,0.04458,MGMT,SKCM
TCGA-DQ-5624,cg14194875,0.03564,MGMT,HNSC
TCGA-DQ-5625,cg14194875,0.3424,MGMT,HNSC
TCGA-DQ-5629,cg14194875,0.03449,MGMT,HNSC
TCGA-DQ-5630,cg14194875,0.2745,MGMT,HNSC
TCGA-DQ-5631,cg14194875,0.4463,MGMT,HNSC
TCGA-DQ-7588,cg14194875,0.1818,MGMT,HNSC
TCGA-DQ-7589,cg14194875,0.4498,MGMT,HNSC
TCGA-DQ-7590,cg14194875,0.02866,MGMT,HNSC
TCGA-DQ-7591,cg14194875,0.03332,MGMT,HNSC
TCGA-DQ-7592,cg14194875,0.1062,MGMT,HNSC
TCGA-DQ-7593,cg14194875,0.06505,MGMT,HNSC
TCGA-DQ-7594,cg14194875,0.02943,MGMT,HNSC
TCGA-DQ-7595,cg14194875,0.5894,MGMT,HNSC
TCGA-DQ-7596,cg14194875,0.05413,MGMT,HNSC
TCGA-EB-A1NK,cg14194875,0.02793,MGMT,SKCM
TCGA-EB-A24C,cg14194875,0.03803,MGMT,SKCM
TCGA-EB-A24D,cg14194875,0.06839,MGMT,SKCM
TCGA-EB-A299,cg14194875,0.05094,MGMT,SKCM
TCGA-EB-A3HV,cg14194875,0.4572,MGMT,SKCM
TCGA-EB-A3XB,cg14194875,0.02839,MGMT,SKCM
TCGA-EB-A3XC,cg14194875,0.03007,MGMT,SKCM
TCGA-EB-A3XD,cg14194875,0.08825,MGMT,SKCM
TCGA-EB-A3XE,cg14194875,0.04101,MGMT,SKCM
TCGA-EB-A3XF,cg14194875,0.04614,MGMT,SKCM
TCGA-EB-A3Y6,cg14194875,0.03511,MGMT,SKCM
TCGA-EB-A3Y7,cg14194875,0.04126,MGMT,SKCM
TCGA-EB-A41A,cg14194875,0.06669,MGMT,SKCM
TCGA-EB-A41B,cg14194875,0.08058,MGMT,SKCM
TCGA-EB-A42Y,cg14194875,0.04741,MGMT,SKCM
TCGA-EB-A42Z,cg14194875,0.05233,MGMT,SKCM
TCGA-EB-A430,cg14194875,0.02957,MGMT,SKCM
TCGA-EB-A431,cg14194875,0.02362,MGMT,SKCM
TCGA-EB-A44N,cg14194875,0.02649,MGMT,SKCM
TCGA-EB-A44O,cg14194875,0.1042,MGMT,SKCM
TCGA-EB-A44P,cg14194875,0.04027,MGMT,SKCM
TCGA-EB-A44Q,cg14194875,0.02434,MGMT,SKCM
TCGA-EB-A44R,cg14194875,0.03205,MGMT,SKCM
TCGA-EB-A4IQ,cg14194875,0.02872,MGMT,SKCM
TCGA-EB-A4IS,cg14194875,0.03067,MGMT,SKCM
TCGA-EB-A4OY,cg14194875,0.0258,MGMT,SKCM
TCGA-EB-A4OZ,cg14194875,0.0271,MGMT,SKCM
TCGA-EB-A4P0,cg14194875,0.02456,MGMT,SKCM
TCGA-EB-A4XL,cg14194875,0.05398,MGMT,SKCM
TCGA-EB-A551,cg14194875,0.2276,MGMT,SKCM
TCGA-EB-A553,cg14194875,0.03644,MGMT,SKCM
TCGA-EB-A57M,cg14194875,0.1614,MGMT,SKCM
TCGA-EB-A5FP,cg14194875,0.03362,MGMT,SKCM
TCGA-EB-A5KH,cg14194875,0.03233,MGMT,SKCM
TCGA-EB-A5SE,cg14194875,0.1282,MGMT,SKCM
TCGA-EB-A5SF,cg14194875,0.102,MGMT,SKCM
TCGA-EB-A5SG,cg14194875,0.06057,MGMT,SKCM
TCGA-EB-A5SH,cg14194875,0.02443,MGMT,SKCM
TCGA-EB-A5UL,cg14194875,0.02671,MGMT,SKCM
TCGA-EB-A5UM,cg14194875,0.08457,MGMT,SKCM
TCGA-EB-A5UN,cg14194875,0.0361,MGMT,SKCM
TCGA-EB-A5VU,cg14194875,0.02417,MGMT,SKCM
TCGA-EB-A5VV,cg14194875,0.04063,MGMT,SKCM
TCGA-EB-A6L9,cg14194875,0.03481,MGMT,SKCM
TCGA-EB-A6QY,cg14194875,0.03427,MGMT,SKCM
TCGA-EB-A6QZ,cg14194875,0.6289,MGMT,SKCM
TCGA-EB-A6R0,cg14194875,0.05017,MGMT,SKCM
TCGA-EE-A17X,cg14194875,0.02602,MGMT,SKCM
TCGA-EE-A17Y,cg14194875,0.03166,MGMT,SKCM
TCGA-EE-A17Z,cg14194875,0.03542,MGMT,SKCM
TCGA-EE-A180,cg14194875,0.07553,MGMT,SKCM
TCGA-EE-A181,cg14194875,0.04692,MGMT,SKCM
TCGA-EE-A182,cg14194875,0.06226,MGMT,SKCM
TCGA-EE-A183,cg14194875,0.03066,MGMT,SKCM
TCGA-EE-A184,cg14194875,0.4475,MGMT,SKCM
TCGA-EE-A185,cg14194875,0.02218,MGMT,SKCM
TCGA-EE-A20B,cg14194875,0.03097,MGMT,SKCM
TCGA-EE-A20C,cg14194875,0.2964,MGMT,SKCM
TCGA-EE-A20F,cg14194875,0.04321,MGMT,SKCM
TCGA-EE-A20H,cg14194875,0.428,MGMT,SKCM
TCGA-EE-A20I,cg14194875,0.02457,MGMT,SKCM
TCGA-EE-A29A,cg14194875,0.0421,MGMT,SKCM
TCGA-EE-A29B,cg14194875,0.04332,MGMT,SKCM
TCGA-EE-A29C,cg14194875,0.04086,MGMT,SKCM
TCGA-EE-A29D,cg14194875,0.3821,MGMT,SKCM
TCGA-EE-A29E,cg14194875,0.02481,MGMT,SKCM
TCGA-EE-A29G,cg14194875,0.02941,MGMT,SKCM
TCGA-EE-A29H,cg14194875,0.04283,MGMT,SKCM
TCGA-EE-A29L,cg14194875,0.2217,MGMT,SKCM
TCGA-EE-A29M,cg14194875,0.03353,MGMT,SKCM
TCGA-EE-A29N,cg14194875,0.44,MGMT,SKCM
TCGA-EE-A29P,cg14194875,0.08072,MGMT,SKCM
TCGA-EE-A29Q,cg14194875,0.02965,MGMT,SKCM
TCGA-EE-A29R,cg14194875,0.04685,MGMT,SKCM
TCGA-EE-A29S,cg14194875,0.03347,MGMT,SKCM
TCGA-EE-A29T,cg14194875,0.4599,MGMT,SKCM
TCGA-EE-A29V,cg14194875,0.02994,MGMT,SKCM
TCGA-EE-A29W,cg14194875,0.02951,MGMT,SKCM
TCGA-EE-A29X,cg14194875,0.03258,MGMT,SKCM
TCGA-EE-A2A0,cg14194875,0.04282,MGMT,SKCM
TCGA-EE-A2A1,cg14194875,0.03334,MGMT,SKCM
TCGA-EE-A2A2,cg14194875,0.02535,MGMT,SKCM
TCGA-EE-A2A5,cg14194875,0.03075,MGMT,SKCM
TCGA-EE-A2A6,cg14194875,0.02673,MGMT,SKCM
TCGA-EE-A2GB,cg14194875,0.02991,MGMT,SKCM
TCGA-EE-A2GC,cg14194875,0.04457,MGMT,SKCM
TCGA-EE-A2GD,cg14194875,0.3662,MGMT,SKCM
TCGA-EE-A2GE,cg14194875,0.0386,MGMT,SKCM
TCGA-EE-A2GH,cg14194875,0.02867,MGMT,SKCM
TCGA-EE-A2GI,cg14194875,0.02288,MGMT,SKCM
TCGA-EE-A2GJ,cg14194875,0.06475,MGMT,SKCM
TCGA-EE-A2GK,cg14194875,0.05201,MGMT,SKCM
TCGA-EE-A2GL,cg14194875,0.04003,MGMT,SKCM
TCGA-EE-A2GM,cg14194875,0.03171,MGMT,SKCM
TCGA-EE-A2GN,cg14194875,0.02724,MGMT,SKCM
TCGA-EE-A2GO,cg14194875,0.1026,MGMT,SKCM
TCGA-EE-A2GP,cg14194875,0.0276,MGMT,SKCM
TCGA-EE-A2GR,cg14194875,0.3623,MGMT,SKCM
TCGA-EE-A2GS,cg14194875,0.02841,MGMT,SKCM
TCGA-EE-A2GT,cg14194875,0.07543,MGMT,SKCM
TCGA-EE-A2GU,cg14194875,0.03778,MGMT,SKCM
TCGA-EE-A2M5,cg14194875,0.05388,MGMT,SKCM
TCGA-EE-A2M6,cg14194875,0.03062,MGMT,SKCM
TCGA-EE-A2M7,cg14194875,0.3263,MGMT,SKCM
TCGA-EE-A2M8,cg14194875,0.03002,MGMT,SKCM
TCGA-EE-A2MC,cg14194875,0.02927,MGMT,SKCM
TCGA-EE-A2MD,cg14194875,0.04203,MGMT,SKCM
